Frequency,Amplitude
0,0.027341953125000002
20.00927734375,0.037719109348707834
40.0185546875,0.0055647652719461845
60.02783203125,0.005024390804277819
80.037109375,0.005704488020837468
100.04638671875,0.005441658810450263
120.0556640625,0.010329125317477912
140.06494140625,0.006637568784620679
160.07421875,0.004310671555003926
180.08349609375,0.012731513068008717
200.0927734375,0.008964093446236901
220.10205078125,0.008700847323752314
240.111328125,0.013237567442963229
260.12060546875,0.004114749412798929
280.1298828125,0.025089036159059473
300.13916015625,0.005868701042765588
320.1484375,0.019785548582392485
340.15771484375,0.01780482303986621
360.1669921875,0.02407872934553124
380.17626953125,0.030670282869504843
400.185546875,0.024498960563407814
420.19482421875,0.035869432955540445
440.2041015625,0.011373768781720214
460.21337890625,0.015345252893653644
480.22265625,0.00716783833355096
500.23193359375,0.022710155951645793
520.2412109375,0.012186655056143575
540.25048828125,0.025555152385411867
560.259765625,0.004916505043419854
580.26904296875,0.02445637792667065
600.2783203125,0.029158522936500154
620.28759765625,0.04416673071234565
640.296875,0.039478913655057304
660.30615234375,0.006506325431206288
680.3154296875,0.011394409614959952
700.32470703125,0.003034168625824094
720.333984375,0.014626547890286518
740.34326171875,0.005314223710505693
760.3525390625,0.00796340100745774
780.36181640625,0.009444519320119978
800.37109375,0.006359209454157112
820.38037109375,0.005965693689955339
840.3896484375,0.008503539131025877
860.39892578125,0.012161883338577711
880.408203125,0.007161050184067117
900.41748046875,0.0033773305956713764
920.4267578125,0.002819895713726311
940.43603515625,0.009001996472505535
960.4453125,0.002022928296706788
980.45458984375,0.012047541653474129
1000.4638671875,0.006533852680119874
1020.47314453125,0.009650052055738483
1040.482421875,0.00979570589684387
1060.49169921875,0.014136525228138856
1080.5009765625,0.005666075845646545
1100.51025390625,0.018126252728916707
1120.51953125,0.008654814178125143
1140.52880859375,0.020145525228643775
1160.5380859375,0.1076833198553046
1180.54736328125,0.033685649701351135
1200.556640625,0.08659993577470604
1220.56591796875,0.010118264901103385
1240.5751953125,0.0050341082548347
1260.58447265625,0.0023258635946022343
1280.59375,0.0014473493564213162
1300.60302734375,0.0015890829344026955
1320.6123046875,0.005113300905936753
1340.62158203125,0.0029218064544527527
1360.630859375,0.0002572086551334621
1380.64013671875,0.00124959749613835
1400.6494140625,0.0027470692309079317
1420.65869140625,0.013713154184482773
1440.66796875,0.0029185013750606752
1460.67724609375,0.007821786562339608
1480.6865234375,0.004142950249613309
1500.69580078125,0.008953244936600865
1520.705078125,0.0009673127807016472
1540.71435546875,0.005258282859710509
1560.7236328125,0.005705021941457234
1580.73291015625,0.02701998689612233
1600.7421875,0.020511990817891766
1620.75146484375,0.019347983755387904
1640.7607421875,0.01241631824627312
1660.77001953125,0.0056952119428087785
1680.779296875,0.003085476722968826
1700.78857421875,0.0016325479638946527
1720.7978515625,0.015098322272453798
1740.80712890625,0.012231799916894803
